AÑO;Estado;Tipo de crimen;SUM de Ocurrencias
2015;Acre;Homicidio doloso;189
2015;Acre;Hurto en el vehículo;0
2015;Acre;Lesiones corporales seguidas de muerte;3
2015;Acre;Robo a entidad financiera;0
2015;Acre;Robo de mercancía;0
2015;Acre;Robo de vehiculo;0
2015;Acre;Robo seguido de muerte;10
2015;Acre;Tentativa de homicidio;16
2015;Acre;Violación;42
2015;Alagoas;Homicidio doloso;1633
2015;Alagoas;Hurto en el vehículo;696
2015;Alagoas;Lesiones corporales seguidas de muerte;9
2015;Alagoas;Robo a entidad financiera;21
2015;Alagoas;Robo de mercancía;95
2015;Alagoas;Robo de vehiculo;3158
2015;Alagoas;Robo seguido de muerte;56
2015;Alagoas;Tentativa de homicidio;704
2015;Alagoas;Violación;567
2015;Amapá;Homicidio doloso;248
2015;Amapá;Hurto en el vehículo;877
2015;Amapá;Lesiones corporales seguidas de muerte;2
2015;Amapá;Robo a entidad financiera;2
2015;Amapá;Robo de vehiculo;310
2015;Amapá;Robo seguido de muerte;17
2015;Amapá;Tentativa de homicidio;315
2015;Amapá;Violación;354
2015;Amazonas;Homicidio doloso;1313
2015;Amazonas;Hurto en el vehículo;1867
2015;Amazonas;Lesiones corporales seguidas de muerte;8
2015;Amazonas;Robo a entidad financiera;52
2015;Amazonas;Robo de mercancía;0
2015;Amazonas;Robo de vehiculo;2781
2015;Amazonas;Robo seguido de muerte;69
2015;Amazonas;Tentativa de homicidio;394
2015;Amazonas;Violación;756
2015;Bahia;Homicidio doloso;5422
2015;Bahia;Hurto en el vehículo;5539
2015;Bahia;Lesiones corporales seguidas de muerte;125
2015;Bahia;Robo a entidad financiera;60
2015;Bahia;Robo de mercancía;436
2015;Bahia;Robo de vehiculo;14451
2015;Bahia;Robo seguido de muerte;204
2015;Bahia;Tentativa de homicidio;2844
2015;Bahia;Violación;2450
2015;Ceará;Homicidio doloso;3787
2015;Ceará;Hurto en el vehículo;4839
2015;Ceará;Lesiones corporales seguidas de muerte;30
2015;Ceará;Robo a entidad financiera;60
2015;Ceará;Robo de mercancía;212
2015;Ceará;Robo de vehiculo;9411
2015;Ceará;Robo seguido de muerte;64
2015;Ceará;Tentativa de homicidio;1629
2015;Ceará;Violación;1454
2015;Distrito Federal Brasilia;Homicidio doloso;614
2015;Distrito Federal Brasilia;Hurto en el vehículo;6500
2015;Distrito Federal Brasilia;Lesiones corporales seguidas de muerte;6
2015;Distrito Federal Brasilia;Robo a entidad financiera;8
2015;Distrito Federal Brasilia;Robo de mercancía;31
2015;Distrito Federal Brasilia;Robo de vehiculo;4807
2015;Distrito Federal Brasilia;Robo seguido de muerte;45
2015;Distrito Federal Brasilia;Tentativa de homicidio;676
2015;Distrito Federal Brasilia;Violación;625
2015;Espírito Santo;Homicidio doloso;1392
2015;Espírito Santo;Hurto en el vehículo;3075
2015;Espírito Santo;Lesiones corporales seguidas de muerte;16
2015;Espírito Santo;Robo a entidad financiera;12
2015;Espírito Santo;Robo de mercancía;28
2015;Espírito Santo;Robo de vehiculo;2960
2015;Espírito Santo;Robo seguido de muerte;37
2015;Espírito Santo;Tentativa de homicidio;2633
2015;Espírito Santo;Violación;404
2015;Goiás;Homicidio doloso;2729
2015;Goiás;Hurto en el vehículo;12008
2015;Goiás;Lesiones corporales seguidas de muerte;23
2015;Goiás;Robo a entidad financiera;87
2015;Goiás;Robo de mercancía;452
2015;Goiás;Robo de vehiculo;9554
2015;Goiás;Robo seguido de muerte;89
2015;Goiás;Tentativa de homicidio;2507
2015;Goiás;Violación;535
2015;Maranhao;Homicidio doloso;2006
2015;Maranhao;Hurto en el vehículo;2240
2015;Maranhao;Lesiones corporales seguidas de muerte;67
2015;Maranhao;Robo a entidad financiera;152
2015;Maranhao;Robo de mercancía;48
2015;Maranhao;Robo de vehiculo;4065
2015;Maranhao;Robo seguido de muerte;117
2015;Maranhao;Tentativa de homicidio;1197
2015;Maranhao;Violación;952
2015;Mato Grosso;Homicidio doloso;1121
2015;Mato Grosso;Hurto en el vehículo;3614
2015;Mato Grosso;Lesiones corporales seguidas de muerte;27
2015;Mato Grosso;Robo a entidad financiera;33
2015;Mato Grosso;Robo de mercancía;17
2015;Mato Grosso;Robo de vehiculo;3541
2015;Mato Grosso;Robo seguido de muerte;52
2015;Mato Grosso;Tentativa de homicidio;1516
2015;Mato Grosso;Violación;1484
2015;Mato Grosso do Sul;Homicidio doloso;561
2015;Mato Grosso do Sul;Hurto en el vehículo;3699
2015;Mato Grosso do Sul;Lesiones corporales seguidas de muerte;6
2015;Mato Grosso do Sul;Robo a entidad financiera;13
2015;Mato Grosso do Sul;Robo de mercancía;2
2015;Mato Grosso do Sul;Robo de vehiculo;989
2015;Mato Grosso do Sul;Robo seguido de muerte;38
2015;Mato Grosso do Sul;Tentativa de homicidio;962
2015;Mato Grosso do Sul;Violación;1569
2015;Minas Gerais;Homicidio doloso;4024
2015;Minas Gerais;Hurto en el vehículo;27561
2015;Minas Gerais;Lesiones corporales seguidas de muerte;62
2015;Minas Gerais;Robo a entidad financiera;112
2015;Minas Gerais;Robo de mercancía;662
2015;Minas Gerais;Robo de vehiculo;11701
2015;Minas Gerais;Robo seguido de muerte;119
2015;Minas Gerais;Tentativa de homicidio;5170
2015;Minas Gerais;Violación;1460
2015;Pará;Homicidio doloso;3238
2015;Pará;Hurto en el vehículo;2826
2015;Pará;Lesiones corporales seguidas de muerte;23
2015;Pará;Robo a entidad financiera;37
2015;Pará;Robo de mercancía;111
2015;Pará;Robo de vehiculo;5745
2015;Pará;Robo seguido de muerte;187
2015;Pará;Tentativa de homicidio;1540
2015;Pará;Violación;2578
2015;Paraíba;Homicidio doloso;1378
2015;Paraíba;Hurto en el vehículo;1841
2015;Paraíba;Lesiones corporales seguidas de muerte;7
2015;Paraíba;Robo a entidad financiera;35
2015;Paraíba;Robo de mercancía;3
2015;Paraíba;Robo de vehiculo;1313
2015;Paraíba;Robo seguido de muerte;46
2015;Paraíba;Tentativa de homicidio;300
2015;Paraíba;Violación;290
2015;Paraná;Homicidio doloso;1253
2015;Paraná;Hurto en el vehículo;17072
2015;Paraná;Lesiones corporales seguidas de muerte;47
2015;Paraná;Robo de mercancía;707
2015;Paraná;Robo de vehiculo;9241
2015;Paraná;Robo seguido de muerte;55
2015;Paraná;Tentativa de homicidio;798
2015;Paraná;Violación;4354
2015;Pernambuco;Homicidio doloso;3620
2015;Pernambuco;Hurto en el vehículo;3769
2015;Pernambuco;Lesiones corporales seguidas de muerte;23
2015;Pernambuco;Robo a entidad financiera;80
2015;Pernambuco;Robo de mercancía;299
2015;Pernambuco;Robo de vehiculo;10154
2015;Pernambuco;Robo seguido de muerte;112
2015;Pernambuco;Tentativa de homicidio;3080
2015;Pernambuco;Violación;2174
2015;Piauí;Homicidio doloso;610
2015;Piauí;Hurto en el vehículo;1641
2015;Piauí;Lesiones corporales seguidas de muerte;11
2015;Piauí;Robo a entidad financiera;6
2015;Piauí;Robo de mercancía;9
2015;Piauí;Robo de vehiculo;2876
2015;Piauí;Robo seguido de muerte;47
2015;Piauí;Tentativa de homicidio;625
2015;Piauí;Violación;539
2015;Rio de Janeiro;Homicidio doloso;3903
2015;Rio de Janeiro;Hurto en el vehículo;16944
2015;Rio de Janeiro;Lesiones corporales seguidas de muerte;32
2015;Rio de Janeiro;Robo a entidad financiera;60
2015;Rio de Janeiro;Robo de mercancía;7225
2015;Rio de Janeiro;Robo de vehiculo;31035
2015;Rio de Janeiro;Robo seguido de muerte;131
2015;Rio de Janeiro;Tentativa de homicidio;3976
2015;Rio de Janeiro;Violación;4453
2015;Rio Grande do Norte;Homicidio doloso;1398
2015;Rio Grande do Norte;Hurto en el vehículo;972
2015;Rio Grande do Norte;Lesiones corporales seguidas de muerte;136
2015;Rio Grande do Norte;Robo a entidad financiera;55
2015;Rio Grande do Norte;Robo de mercancía;15
2015;Rio Grande do Norte;Robo de vehiculo;4487
2015;Rio Grande do Norte;Robo seguido de muerte;58
2015;Rio Grande do Norte;Tentativa de homicidio;318
2015;Rio Grande do Norte;Violación;282
2015;Rio Grande do Sul;Homicidio doloso;2482
2015;Rio Grande do Sul;Hurto en el vehículo;20419
2015;Rio Grande do Sul;Lesiones corporales seguidas de muerte;31
2015;Rio Grande do Sul;Robo a entidad financiera;76
2015;Rio Grande do Sul;Robo de mercancía;261
2015;Rio Grande do Sul;Robo de vehiculo;18138
2015;Rio Grande do Sul;Robo seguido de muerte;145
2015;Rio Grande do Sul;Tentativa de homicidio;4071
2015;Rio Grande do Sul;Violación;4388
2015;Rondonia;Homicidio doloso;497
2015;Rondonia;Hurto en el vehículo;3304
2015;Rondonia;Lesiones corporales seguidas de muerte;3
2015;Rondonia;Robo a entidad financiera;17
2015;Rondonia;Robo de mercancía;3
2015;Rondonia;Robo de vehiculo;1795
2015;Rondonia;Robo seguido de muerte;15
2015;Rondonia;Tentativa de homicidio;908
2015;Rondonia;Violación;692
2015;Roraima;Homicidio doloso;105
2015;Roraima;Hurto en el vehículo;641
2015;Roraima;Lesiones corporales seguidas de muerte;5
2015;Roraima;Robo a entidad financiera;0
2015;Roraima;Robo de mercancía;0
2015;Roraima;Robo de vehiculo;343
2015;Roraima;Robo seguido de muerte;10
2015;Roraima;Tentativa de homicidio;135
2015;Roraima;Violación;218
2015;San Pablo;Homicidio doloso;3758
2015;San Pablo;Hurto en el vehículo;110690
2015;San Pablo;Robo a entidad financiera;159
2015;San Pablo;Robo de mercancía;8490
2015;San Pablo;Robo de vehiculo;78659
2015;San Pablo;Robo seguido de muerte;345
2015;San Pablo;Tentativa de homicidio;4466
2015;San Pablo;Violación;9265
2015;Santa Catarina;Homicidio doloso;803
2015;Santa Catarina;Hurto en el vehículo;14068
2015;Santa Catarina;Lesiones corporales seguidas de muerte;14
2015;Santa Catarina;Robo a entidad financiera;78
2015;Santa Catarina;Robo de mercancía;161
2015;Santa Catarina;Robo de vehiculo;3462
2015;Santa Catarina;Robo seguido de muerte;70
2015;Santa Catarina;Tentativa de homicidio;1448
2015;Santa Catarina;Violación;878
2015;Sergipe;Homicidio doloso;1196
2015;Sergipe;Hurto en el vehículo;653
2015;Sergipe;Lesiones corporales seguidas de muerte;0
2015;Sergipe;Robo a entidad financiera;30
2015;Sergipe;Robo de mercancía;51
2015;Sergipe;Robo de vehiculo;1728
2015;Sergipe;Robo seguido de muerte;47
2015;Sergipe;Tentativa de homicidio;453
2015;Sergipe;Violación;448
2015;Tocantins;Homicidio doloso;348
2015;Tocantins;Hurto en el vehículo;1595
2015;Tocantins;Lesiones corporales seguidas de muerte;7
2015;Tocantins;Robo a entidad financiera;26
2015;Tocantins;Robo de mercancía;7
2015;Tocantins;Robo de vehiculo;564
2015;Tocantins;Robo seguido de muerte;8
2015;Tocantins;Tentativa de homicidio;356
2015;Tocantins;Violación;380
2016;Acre;Homicidio doloso;425
2016;Acre;Hurto en el vehículo;0
2016;Acre;Lesiones corporales seguidas de muerte;1
2016;Acre;Robo a entidad financiera;0
2016;Acre;Robo de mercancía;0
2016;Acre;Robo de vehiculo;0
2016;Acre;Robo seguido de muerte;15
2016;Acre;Tentativa de homicidio;10
2016;Acre;Violación;36
2016;Alagoas;Homicidio doloso;1659
2016;Alagoas;Hurto en el vehículo;819
2016;Alagoas;Lesiones corporales seguidas de muerte;9
2016;Alagoas;Robo a entidad financiera;30
2016;Alagoas;Robo de mercancía;106
2016;Alagoas;Robo de vehiculo;3895
2016;Alagoas;Robo seguido de muerte;61
2016;Alagoas;Tentativa de homicidio;679
2016;Alagoas;Violación;544
2016;Amapá;Homicidio doloso;270
2016;Amapá;Hurto en el vehículo;805
2016;Amapá;Lesiones corporales seguidas de muerte;4
2016;Amapá;Robo a entidad financiera;12
2016;Amapá;Robo de vehiculo;207
2016;Amapá;Robo seguido de muerte;18
2016;Amapá;Tentativa de homicidio;296
2016;Amapá;Violación;430
2016;Amazonas;Homicidio doloso;1023
2016;Amazonas;Hurto en el vehículo;2694
2016;Amazonas;Lesiones corporales seguidas de muerte;35
2016;Amazonas;Robo a entidad financiera;16
2016;Amazonas;Robo de mercancía;5
2016;Amazonas;Robo de vehiculo;3586
2016;Amazonas;Robo seguido de muerte;92
2016;Amazonas;Tentativa de homicidio;378
2016;Amazonas;Violación;958
2016;Bahia;Homicidio doloso;6124
2016;Bahia;Hurto en el vehículo;6010
2016;Bahia;Lesiones corporales seguidas de muerte;115
2016;Bahia;Robo a entidad financiera;23
2016;Bahia;Robo de mercancía;397
2016;Bahia;Robo de vehiculo;14900
2016;Bahia;Robo seguido de muerte;210
2016;Bahia;Tentativa de homicidio;2760
2016;Bahia;Violación;2692
2016;Ceará;Homicidio doloso;3163
2016;Ceará;Hurto en el vehículo;4927
2016;Ceará;Lesiones corporales seguidas de muerte;34
2016;Ceará;Robo a entidad financiera;62
2016;Ceará;Robo de mercancía;276
2016;Ceará;Robo de vehiculo;10084
2016;Ceará;Robo seguido de muerte;88
2016;Ceará;Tentativa de homicidio;1357
2016;Ceará;Violación;1538
2016;Distrito Federal Brasilia;Homicidio doloso;572
2016;Distrito Federal Brasilia;Hurto en el vehículo;6924
2016;Distrito Federal Brasilia;Lesiones corporales seguidas de muerte;6
2016;Distrito Federal Brasilia;Robo a entidad financiera;5
2016;Distrito Federal Brasilia;Robo de mercancía;67
2016;Distrito Federal Brasilia;Robo de vehiculo;5624
2016;Distrito Federal Brasilia;Robo seguido de muerte;42
2016;Distrito Federal Brasilia;Tentativa de homicidio;915
2016;Distrito Federal Brasilia;Violación;636
2016;Espírito Santo;Homicidio doloso;1181
2016;Espírito Santo;Hurto en el vehículo;3102
2016;Espírito Santo;Lesiones corporales seguidas de muerte;16
2016;Espírito Santo;Robo a entidad financiera;17
2016;Espírito Santo;Robo de mercancía;26
2016;Espírito Santo;Robo de vehiculo;3376
2016;Espírito Santo;Robo seguido de muerte;56
2016;Espírito Santo;Tentativa de homicidio;2679
2016;Espírito Santo;Violación;390
2016;Goiás;Homicidio doloso;2567
2016;Goiás;Hurto en el vehículo;12165
2016;Goiás;Lesiones corporales seguidas de muerte;43
2016;Goiás;Robo a entidad financiera;108
2016;Goiás;Robo de mercancía;600
2016;Goiás;Robo de vehiculo;14851
2016;Goiás;Robo seguido de muerte;93
2016;Goiás;Tentativa de homicidio;2604
2016;Goiás;Violación;627
2016;Maranhao;Homicidio doloso;2070
2016;Maranhao;Hurto en el vehículo;3249
2016;Maranhao;Lesiones corporales seguidas de muerte;31
2016;Maranhao;Robo a entidad financiera;79
2016;Maranhao;Robo de mercancía;67
2016;Maranhao;Robo de vehiculo;4811
2016;Maranhao;Robo seguido de muerte;113
2016;Maranhao;Tentativa de homicidio;1244
2016;Maranhao;Violación;995
2016;Mato Grosso;Homicidio doloso;1086
2016;Mato Grosso;Hurto en el vehículo;3403
2016;Mato Grosso;Lesiones corporales seguidas de muerte;22
2016;Mato Grosso;Robo a entidad financiera;25
2016;Mato Grosso;Robo de mercancía;13
2016;Mato Grosso;Robo de vehiculo;3169
2016;Mato Grosso;Robo seguido de muerte;64
2016;Mato Grosso;Tentativa de homicidio;1433
2016;Mato Grosso;Violación;1615
2016;Mato Grosso do Sul;Homicidio doloso;562
2016;Mato Grosso do Sul;Hurto en el vehículo;3894
2016;Mato Grosso do Sul;Lesiones corporales seguidas de muerte;7
2016;Mato Grosso do Sul;Robo a entidad financiera;22
2016;Mato Grosso do Sul;Robo de mercancía;1
2016;Mato Grosso do Sul;Robo de vehiculo;884
2016;Mato Grosso do Sul;Robo seguido de muerte;40
2016;Mato Grosso do Sul;Tentativa de homicidio;810
2016;Mato Grosso do Sul;Violación;1685
2016;Minas Gerais;Homicidio doloso;4034
2016;Minas Gerais;Hurto en el vehículo;28836
2016;Minas Gerais;Lesiones corporales seguidas de muerte;60
2016;Minas Gerais;Robo a entidad financiera;82
2016;Minas Gerais;Robo de mercancía;588
2016;Minas Gerais;Robo de vehiculo;14198
2016;Minas Gerais;Robo seguido de muerte;113
2016;Minas Gerais;Tentativa de homicidio;5060
2016;Minas Gerais;Violación;1527
2016;Pará;Homicidio doloso;3577
2016;Pará;Hurto en el vehículo;3888
2016;Pará;Lesiones corporales seguidas de muerte;51
2016;Pará;Robo a entidad financiera;31
2016;Pará;Robo de mercancía;137
2016;Pará;Robo de vehiculo;6952
2016;Pará;Robo seguido de muerte;192
2016;Pará;Tentativa de homicidio;1463
2016;Pará;Violación;2817
2016;Paraíba;Homicidio doloso;1248
2016;Paraíba;Hurto en el vehículo;316
2016;Paraíba;Lesiones corporales seguidas de muerte;2
2016;Paraíba;Robo a entidad financiera;34
2016;Paraíba;Robo de mercancía;0
2016;Paraíba;Robo de vehiculo;300
2016;Paraíba;Robo seguido de muerte;40
2016;Paraíba;Tentativa de homicidio;281
2016;Paraíba;Violación;445
2016;Paraná;Homicidio doloso;1455
2016;Paraná;Hurto en el vehículo;20366
2016;Paraná;Lesiones corporales seguidas de muerte;49
2016;Paraná;Robo de mercancía;899
2016;Paraná;Robo de vehiculo;12568
2016;Paraná;Robo seguido de muerte;62
2016;Paraná;Tentativa de homicidio;739
2016;Paraná;Violación;4663
2016;Pernambuco;Homicidio doloso;4168
2016;Pernambuco;Hurto en el vehículo;4832
2016;Pernambuco;Lesiones corporales seguidas de muerte;34
2016;Pernambuco;Robo a entidad financiera;87
2016;Pernambuco;Robo de mercancía;488
2016;Pernambuco;Robo de vehiculo;15217
2016;Pernambuco;Robo seguido de muerte;112
2016;Pernambuco;Tentativa de homicidio;2982
2016;Pernambuco;Violación;2269
2016;Piauí;Homicidio doloso;641
2016;Piauí;Hurto en el vehículo;2389
2016;Piauí;Lesiones corporales seguidas de muerte;14
2016;Piauí;Robo a entidad financiera;12
2016;Piauí;Robo de mercancía;15
2016;Piauí;Robo de vehiculo;3322
2016;Piauí;Robo seguido de muerte;49
2016;Piauí;Tentativa de homicidio;736
2016;Piauí;Violación;653
2016;Rio de Janeiro;Homicidio doloso;4641
2016;Rio de Janeiro;Hurto en el vehículo;16759
2016;Rio de Janeiro;Lesiones corporales seguidas de muerte;55
2016;Rio de Janeiro;Robo a entidad financiera;75
2016;Rio de Janeiro;Robo de mercancía;9874
2016;Rio de Janeiro;Robo de vehiculo;41696
2016;Rio de Janeiro;Robo seguido de muerte;225
2016;Rio de Janeiro;Tentativa de homicidio;3957
2016;Rio de Janeiro;Violación;4308
2016;Rio Grande do Norte;Homicidio doloso;1745
2016;Rio Grande do Norte;Hurto en el vehículo;1703
2016;Rio Grande do Norte;Lesiones corporales seguidas de muerte;119
2016;Rio Grande do Norte;Robo a entidad financiera;40
2016;Rio Grande do Norte;Robo de mercancía;17
2016;Rio Grande do Norte;Robo de vehiculo;7024
2016;Rio Grande do Norte;Robo seguido de muerte;48
2016;Rio Grande do Norte;Tentativa de homicidio;138
2016;Rio Grande do Norte;Violación;206
2016;Rio Grande do Sul;Homicidio doloso;2674
2016;Rio Grande do Sul;Hurto en el vehículo;19541
2016;Rio Grande do Sul;Lesiones corporales seguidas de muerte;27
2016;Rio Grande do Sul;Robo a entidad financiera;76
2016;Rio Grande do Sul;Robo de mercancía;331
2016;Rio Grande do Sul;Robo de vehiculo;17614
2016;Rio Grande do Sul;Robo seguido de muerte;169
2016;Rio Grande do Sul;Tentativa de homicidio;4035
2016;Rio Grande do Sul;Violación;4615
2016;Rondonia;Homicidio doloso;535
2016;Rondonia;Hurto en el vehículo;3557
2016;Rondonia;Lesiones corporales seguidas de muerte;2
2016;Rondonia;Robo a entidad financiera;11
2016;Rondonia;Robo de mercancía;14
2016;Rondonia;Robo de vehiculo;1905
2016;Rondonia;Robo seguido de muerte;35
2016;Rondonia;Tentativa de homicidio;867
2016;Rondonia;Violación;790
2016;Roraima;Homicidio doloso;120
2016;Roraima;Hurto en el vehículo;995
2016;Roraima;Lesiones corporales seguidas de muerte;9
2016;Roraima;Robo a entidad financiera;4
2016;Roraima;Robo de mercancía;0
2016;Roraima;Robo de vehiculo;521
2016;Roraima;Robo seguido de muerte;7
2016;Roraima;Tentativa de homicidio;150
2016;Roraima;Violación;258
2016;San Pablo;Homicidio doloso;3521
2016;San Pablo;Hurto en el vehículo;110932
2016;San Pablo;Lesiones corporales seguidas de muerte;12
2016;San Pablo;Robo a entidad financiera;137
2016;San Pablo;Robo de mercancía;9943
2016;San Pablo;Robo de vehiculo;77949
2016;San Pablo;Robo seguido de muerte;352
2016;San Pablo;Tentativa de homicidio;4117
2016;San Pablo;Violación;10055
2016;Santa Catarina;Homicidio doloso;861
2016;Santa Catarina;Hurto en el vehículo;14291
2016;Santa Catarina;Lesiones corporales seguidas de muerte;19
2016;Santa Catarina;Robo a entidad financiera;61
2016;Santa Catarina;Robo de mercancía;258
2016;Santa Catarina;Robo de vehiculo;3470
2016;Santa Catarina;Robo seguido de muerte;57
2016;Santa Catarina;Tentativa de homicidio;1462
2016;Santa Catarina;Violación;1033
2016;Sergipe;Homicidio doloso;1306
2016;Sergipe;Hurto en el vehículo;1027
2016;Sergipe;Lesiones corporales seguidas de muerte;1
2016;Sergipe;Robo a entidad financiera;5
2016;Sergipe;Robo de mercancía;41
2016;Sergipe;Robo de vehiculo;2677
2016;Sergipe;Robo seguido de muerte;49
2016;Sergipe;Tentativa de homicidio;526
2016;Sergipe;Violación;544
2016;Tocantins;Homicidio doloso;417
2016;Tocantins;Hurto en el vehículo;1499
2016;Tocantins;Lesiones corporales seguidas de muerte;5
2016;Tocantins;Robo a entidad financiera;27
2016;Tocantins;Robo de mercancía;23
2016;Tocantins;Robo de vehiculo;930
2016;Tocantins;Robo seguido de muerte;14
2016;Tocantins;Tentativa de homicidio;341
2016;Tocantins;Violación;450
2017;Acre;Homicidio doloso;221
2017;Acre;Hurto en el vehículo;539
