AÑO;Estado;Tipo de crimen;SUM de Ocurrencias
2017;Acre;Lesiones corporales seguidas de muerte;0
2017;Acre;Robo a entidad financiera;5
2017;Acre;Robo de mercancía;3
2017;Acre;Robo de vehiculo;849
2017;Acre;Robo seguido de muerte;10
2017;Acre;Tentativa de homicidio;61
2017;Acre;Violación;108
2017;Alagoas;Homicidio doloso;1672
2017;Alagoas;Hurto en el vehículo;1194
2017;Alagoas;Lesiones corporales seguidas de muerte;19
2017;Alagoas;Robo a entidad financiera;21
2017;Alagoas;Robo de mercancía;77
2017;Alagoas;Robo de vehiculo;3133
2017;Alagoas;Robo seguido de muerte;59
2017;Alagoas;Tentativa de homicidio;577
2017;Alagoas;Violación;676
2017;Amapá;Homicidio doloso;265
2017;Amapá;Hurto en el vehículo;721
2017;Amapá;Lesiones corporales seguidas de muerte;22
2017;Amapá;Robo a entidad financiera;8
2017;Amapá;Robo de mercancía;1
2017;Amapá;Robo de vehiculo;267
2017;Amapá;Robo seguido de muerte;23
2017;Amapá;Tentativa de homicidio;271
2017;Amapá;Violación;418
2017;Amazonas;Homicidio doloso;1025
2017;Amazonas;Hurto en el vehículo;3461
2017;Amazonas;Lesiones corporales seguidas de muerte;37
2017;Amazonas;Robo a entidad financiera;19
2017;Amazonas;Robo de mercancía;4
2017;Amazonas;Robo de vehiculo;4521
2017;Amazonas;Robo seguido de muerte;65
2017;Amazonas;Tentativa de homicidio;241
2017;Amazonas;Violación;919
2017;Bahia;Homicidio doloso;5843
2017;Bahia;Hurto en el vehículo;5519
2017;Bahia;Lesiones corporales seguidas de muerte;68
2017;Bahia;Robo a entidad financiera;28
2017;Bahia;Robo de mercancía;417
2017;Bahia;Robo de vehiculo;13525
2017;Bahia;Robo seguido de muerte;172
2017;Bahia;Tentativa de homicidio;2790
2017;Bahia;Violación;3184
2017;Ceará;Homicidio doloso;4746
2017;Ceará;Hurto en el vehículo;4997
2017;Ceará;Lesiones corporales seguidas de muerte;40
2017;Ceará;Robo a entidad financiera;56
2017;Ceará;Robo de mercancía;310
2017;Ceará;Robo de vehiculo;11133
2017;Ceará;Robo seguido de muerte;87
2017;Ceará;Tentativa de homicidio;1311
2017;Ceará;Violación;1588
2017;Distrito Federal Brasilia;Homicidio doloso;483
2017;Distrito Federal Brasilia;Hurto en el vehículo;5717
2017;Distrito Federal Brasilia;Lesiones corporales seguidas de muerte;5
2017;Distrito Federal Brasilia;Robo a entidad financiera;4
2017;Distrito Federal Brasilia;Robo de mercancía;75
2017;Distrito Federal Brasilia;Robo de vehiculo;4872
2017;Distrito Federal Brasilia;Robo seguido de muerte;35
2017;Distrito Federal Brasilia;Tentativa de homicidio;906
2017;Distrito Federal Brasilia;Violación;711
2017;Espírito Santo;Homicidio doloso;1407
2017;Espírito Santo;Hurto en el vehículo;4713
2017;Espírito Santo;Lesiones corporales seguidas de muerte;10
2017;Espírito Santo;Robo a entidad financiera;11
2017;Espírito Santo;Robo de mercancía;28
2017;Espírito Santo;Robo de vehiculo;6056
2017;Espírito Santo;Robo seguido de muerte;45
2017;Espírito Santo;Tentativa de homicidio;2693
2017;Espírito Santo;Violación;405
2017;Goiás;Homicidio doloso;2247
2017;Goiás;Hurto en el vehículo;10824
2017;Goiás;Lesiones corporales seguidas de muerte;43
2017;Goiás;Robo a entidad financiera;45
2017;Goiás;Robo de mercancía;474
2017;Goiás;Robo de vehiculo;12846
2017;Goiás;Robo seguido de muerte;98
2017;Goiás;Tentativa de homicidio;2423
2017;Goiás;Violación;627
2017;Maranhao;Homicidio doloso;1820
2017;Maranhao;Hurto en el vehículo;3130
2017;Maranhao;Lesiones corporales seguidas de muerte;32
2017;Maranhao;Robo a entidad financiera;74
2017;Maranhao;Robo de mercancía;57
2017;Maranhao;Robo de vehiculo;4477
2017;Maranhao;Robo seguido de muerte;97
2017;Maranhao;Tentativa de homicidio;1073
2017;Maranhao;Violación;1199
2017;Mato Grosso;Homicidio doloso;985
2017;Mato Grosso;Hurto en el vehículo;2817
2017;Mato Grosso;Lesiones corporales seguidas de muerte;18
2017;Mato Grosso;Robo a entidad financiera;7
2017;Mato Grosso;Robo de mercancía;20
2017;Mato Grosso;Robo de vehiculo;2585
2017;Mato Grosso;Robo seguido de muerte;50
2017;Mato Grosso;Tentativa de homicidio;1316
2017;Mato Grosso;Violación;1705
2017;Mato Grosso do Sul;Homicidio doloso;528
2017;Mato Grosso do Sul;Hurto en el vehículo;3634
2017;Mato Grosso do Sul;Lesiones corporales seguidas de muerte;11
2017;Mato Grosso do Sul;Robo a entidad financiera;11
2017;Mato Grosso do Sul;Robo de mercancía;0
2017;Mato Grosso do Sul;Robo de vehiculo;895
2017;Mato Grosso do Sul;Robo seguido de muerte;23
2017;Mato Grosso do Sul;Tentativa de homicidio;830
2017;Mato Grosso do Sul;Violación;1808
2017;Minas Gerais;Homicidio doloso;3817
2017;Minas Gerais;Hurto en el vehículo;25605
2017;Minas Gerais;Lesiones corporales seguidas de muerte;66
2017;Minas Gerais;Robo a entidad financiera;83
2017;Minas Gerais;Robo de mercancía;655
2017;Minas Gerais;Robo de vehiculo;13042
2017;Minas Gerais;Robo seguido de muerte;98
2017;Minas Gerais;Tentativa de homicidio;4375
2017;Minas Gerais;Violación;1578
2017;Pará;Homicidio doloso;3716
2017;Pará;Hurto en el vehículo;5094
2017;Pará;Lesiones corporales seguidas de muerte;40
2017;Pará;Robo a entidad financiera;32
2017;Pará;Robo de mercancía;129
2017;Pará;Robo de vehiculo;8569
2017;Pará;Robo seguido de muerte;225
2017;Pará;Tentativa de homicidio;1358
2017;Pará;Violación;3141
2017;Paraíba;Homicidio doloso;1203
2017;Paraíba;Hurto en el vehículo;216
2017;Paraíba;Lesiones corporales seguidas de muerte;6
2017;Paraíba;Robo a entidad financiera;23
2017;Paraíba;Robo de mercancía;2
2017;Paraíba;Robo de vehiculo;228
2017;Paraíba;Robo seguido de muerte;37
2017;Paraíba;Tentativa de homicidio;267
2017;Paraíba;Violación;353
2017;Paraná;Homicidio doloso;2090
2017;Paraná;Hurto en el vehículo;19346
2017;Paraná;Lesiones corporales seguidas de muerte;59
2017;Paraná;Robo de mercancía;946
2017;Paraná;Robo de vehiculo;11366
2017;Paraná;Robo seguido de muerte;63
2017;Paraná;Tentativa de homicidio;747
2017;Paraná;Violación;5401
2017;Pernambuco;Homicidio doloso;4910
2017;Pernambuco;Hurto en el vehículo;6612
2017;Pernambuco;Lesiones corporales seguidas de muerte;37
2017;Pernambuco;Robo a entidad financiera;59
2017;Pernambuco;Robo de mercancía;673
2017;Pernambuco;Robo de vehiculo;19402
2017;Pernambuco;Robo seguido de muerte;227
2017;Pernambuco;Tentativa de homicidio;3624
2017;Pernambuco;Violación;1651
2017;Piauí;Homicidio doloso;598
2017;Piauí;Hurto en el vehículo;2563
2017;Piauí;Lesiones corporales seguidas de muerte;10
2017;Piauí;Robo a entidad financiera;5
2017;Piauí;Robo de mercancía;33
2017;Piauí;Robo de vehiculo;3101
2017;Piauí;Robo seguido de muerte;43
2017;Piauí;Tentativa de homicidio;635
2017;Piauí;Violación;773
2017;Rio de Janeiro;Homicidio doloso;4923
2017;Rio de Janeiro;Hurto en el vehículo;15708
2017;Rio de Janeiro;Lesiones corporales seguidas de muerte;39
2017;Rio de Janeiro;Robo a entidad financiera;82
2017;Rio de Janeiro;Robo de mercancía;10599
2017;Rio de Janeiro;Robo de vehiculo;54366
2017;Rio de Janeiro;Robo seguido de muerte;217
2017;Rio de Janeiro;Tentativa de homicidio;3727
2017;Rio de Janeiro;Violación;4385
2017;Rio Grande do Norte;Homicidio doloso;1862
2017;Rio Grande do Norte;Hurto en el vehículo;1329
2017;Rio Grande do Norte;Lesiones corporales seguidas de muerte;301
2017;Rio Grande do Norte;Robo a entidad financiera;16
2017;Rio Grande do Norte;Robo de mercancía;20
2017;Rio Grande do Norte;Robo de vehiculo;6992
2017;Rio Grande do Norte;Robo seguido de muerte;83
2017;Rio Grande do Norte;Tentativa de homicidio;75
2017;Rio Grande do Norte;Violación;89
2017;Rio Grande do Sul;Homicidio doloso;2708
2017;Rio Grande do Sul;Hurto en el vehículo;16893
2017;Rio Grande do Sul;Lesiones corporales seguidas de muerte;34
2017;Rio Grande do Sul;Robo a entidad financiera;68
2017;Rio Grande do Sul;Robo de mercancía;414
2017;Rio Grande do Sul;Robo de vehiculo;17859
2017;Rio Grande do Sul;Robo seguido de muerte;131
2017;Rio Grande do Sul;Tentativa de homicidio;3756
2017;Rio Grande do Sul;Violación;5137
2017;Rondonia;Homicidio doloso;459
2017;Rondonia;Hurto en el vehículo;2559
2017;Rondonia;Lesiones corporales seguidas de muerte;6
2017;Rondonia;Robo a entidad financiera;0
2017;Rondonia;Robo de mercancía;0
2017;Rondonia;Robo de vehiculo;1671
2017;Rondonia;Robo seguido de muerte;21
2017;Rondonia;Tentativa de homicidio;758
2017;Rondonia;Violación;941
2017;Roraima;Homicidio doloso;159
2017;Roraima;Hurto en el vehículo;790
2017;Roraima;Lesiones corporales seguidas de muerte;7
2017;Roraima;Robo a entidad financiera;1
2017;Roraima;Robo de mercancía;1
2017;Roraima;Robo de vehiculo;358
2017;Roraima;Robo seguido de muerte;7
2017;Roraima;Tentativa de homicidio;146
2017;Roraima;Violación;313
2017;San Pablo;Homicidio doloso;3294
2017;San Pablo;Hurto en el vehículo;104829
2017;San Pablo;Lesiones corporales seguidas de muerte;49
2017;San Pablo;Robo a entidad financiera;97
2017;San Pablo;Robo de mercancía;10584
2017;San Pablo;Robo de vehiculo;67964
2017;San Pablo;Robo seguido de muerte;334
2017;San Pablo;Tentativa de homicidio;3813
2017;San Pablo;Violación;11089
2017;Santa Catarina;Homicidio doloso;942
2017;Santa Catarina;Hurto en el vehículo;11987
2017;Santa Catarina;Lesiones corporales seguidas de muerte;26
2017;Santa Catarina;Robo a entidad financiera;57
2017;Santa Catarina;Robo de mercancía;209
2017;Santa Catarina;Robo de vehiculo;3000
2017;Santa Catarina;Robo seguido de muerte;63
2017;Santa Catarina;Tentativa de homicidio;1523
2017;Santa Catarina;Violación;1182
2017;Sergipe;Homicidio doloso;1121
2017;Sergipe;Hurto en el vehículo;886
2017;Sergipe;Lesiones corporales seguidas de muerte;5
2017;Sergipe;Robo a entidad financiera;8
2017;Sergipe;Robo de mercancía;15
2017;Sergipe;Robo de vehiculo;2815
2017;Sergipe;Robo seguido de muerte;59
2017;Sergipe;Tentativa de homicidio;513
2017;Sergipe;Violación;568
2017;Tocantins;Homicidio doloso;337
2017;Tocantins;Hurto en el vehículo;1539
2017;Tocantins;Lesiones corporales seguidas de muerte;7
2017;Tocantins;Robo a entidad financiera;23
2017;Tocantins;Robo de mercancía;8
2017;Tocantins;Robo de vehiculo;815
2017;Tocantins;Robo seguido de muerte;11
2017;Tocantins;Tentativa de homicidio;335
2017;Tocantins;Violación;564
2018;Acre;Homicidio doloso;396
2018;Acre;Hurto en el vehículo;704
2018;Acre;Lesiones corporales seguidas de muerte;0
2018;Acre;Robo a entidad financiera;3
2018;Acre;Robo de mercancía;1
2018;Acre;Robo de vehiculo;1080
2018;Acre;Robo seguido de muerte;20
2018;Acre;Tentativa de homicidio;86
2018;Acre;Violación;260
2018;Alagoas;Homicidio doloso;1309
2018;Alagoas;Hurto en el vehículo;1158
2018;Alagoas;Lesiones corporales seguidas de muerte;8
2018;Alagoas;Robo a entidad financiera;22
2018;Alagoas;Robo de mercancía;85
2018;Alagoas;Robo de vehiculo;3481
2018;Alagoas;Robo seguido de muerte;39
2018;Alagoas;Tentativa de homicidio;440
2018;Alagoas;Violación;455
2018;Amapá;Homicidio doloso;286
2018;Amapá;Hurto en el vehículo;722
2018;Amapá;Lesiones corporales seguidas de muerte;33
2018;Amapá;Robo a entidad financiera;14
2018;Amapá;Robo de mercancía;12
2018;Amapá;Robo de vehiculo;537
2018;Amapá;Robo seguido de muerte;33
2018;Amapá;Tentativa de homicidio;103
2018;Amapá;Violación;285
2018;Amazonas;Homicidio doloso;1051
2018;Amazonas;Hurto en el vehículo;2252
2018;Amazonas;Lesiones corporales seguidas de muerte;28
2018;Amazonas;Robo a entidad financiera;4
2018;Amazonas;Robo de mercancía;7
2018;Amazonas;Robo de vehiculo;3080
2018;Amazonas;Robo seguido de muerte;54
2018;Amazonas;Tentativa de homicidio;247
2018;Amazonas;Violación;988
2018;Bahia;Homicidio doloso;5199
2018;Bahia;Hurto en el vehículo;5332
2018;Bahia;Lesiones corporales seguidas de muerte;72
2018;Bahia;Robo a entidad financiera;10
2018;Bahia;Robo de mercancía;304
2018;Bahia;Robo de vehiculo;13348
2018;Bahia;Robo seguido de muerte;135
2018;Bahia;Tentativa de homicidio;2590
2018;Bahia;Violación;3158
2018;Ceará;Homicidio doloso;4183
2018;Ceará;Hurto en el vehículo;4184
2018;Ceará;Lesiones corporales seguidas de muerte;32
2018;Ceará;Robo a entidad financiera;41
2018;Ceará;Robo de mercancía;244
2018;Ceará;Robo de vehiculo;9319
2018;Ceará;Robo seguido de muerte;47
2018;Ceará;Tentativa de homicidio;1263
2018;Ceará;Violación;1642
2018;Distrito Federal Brasilia;Homicidio doloso;418
2018;Distrito Federal Brasilia;Hurto en el vehículo;4888
2018;Distrito Federal Brasilia;Lesiones corporales seguidas de muerte;7
2018;Distrito Federal Brasilia;Robo a entidad financiera;3
2018;Distrito Federal Brasilia;Robo de mercancía;55
2018;Distrito Federal Brasilia;Robo de vehiculo;3962
2018;Distrito Federal Brasilia;Robo seguido de muerte;28
2018;Distrito Federal Brasilia;Tentativa de homicidio;842
2018;Distrito Federal Brasilia;Violación;659
2018;Espírito Santo;Homicidio doloso;1108
2018;Espírito Santo;Hurto en el vehículo;4448
2018;Espírito Santo;Lesiones corporales seguidas de muerte;10
2018;Espírito Santo;Robo a entidad financiera;23
2018;Espírito Santo;Robo de mercancía;13
2018;Espírito Santo;Robo de vehiculo;4433
2018;Espírito Santo;Robo seguido de muerte;34
2018;Espírito Santo;Tentativa de homicidio;2162
2018;Espírito Santo;Violación;481
2018;Goiás;Homicidio doloso;2011
2018;Goiás;Hurto en el vehículo;11267
2018;Goiás;Lesiones corporales seguidas de muerte;64
2018;Goiás;Robo a entidad financiera;30
2018;Goiás;Robo de mercancía;400
2018;Goiás;Robo de vehiculo;10163
2018;Goiás;Robo seguido de muerte;84
2018;Goiás;Tentativa de homicidio;1968
2018;Goiás;Violación;662
2018;Maranhao;Homicidio doloso;1617
2018;Maranhao;Hurto en el vehículo;2980
2018;Maranhao;Lesiones corporales seguidas de muerte;14
2018;Maranhao;Robo a entidad financiera;38
2018;Maranhao;Robo de mercancía;37
2018;Maranhao;Robo de vehiculo;4093
2018;Maranhao;Robo seguido de muerte;71
2018;Maranhao;Tentativa de homicidio;1056
2018;Maranhao;Violación;1189
2018;Mato Grosso;Homicidio doloso;916
2018;Mato Grosso;Hurto en el vehículo;2438
2018;Mato Grosso;Lesiones corporales seguidas de muerte;26
2018;Mato Grosso;Robo a entidad financiera;9
2018;Mato Grosso;Robo de mercancía;18
2018;Mato Grosso;Robo de vehiculo;1895
2018;Mato Grosso;Robo seguido de muerte;36
2018;Mato Grosso;Tentativa de homicidio;1229
2018;Mato Grosso;Violación;1676
2018;Mato Grosso do Sul;Homicidio doloso;455
2018;Mato Grosso do Sul;Hurto en el vehículo;3700
2018;Mato Grosso do Sul;Lesiones corporales seguidas de muerte;7
2018;Mato Grosso do Sul;Robo a entidad financiera;12
2018;Mato Grosso do Sul;Robo de mercancía;0
2018;Mato Grosso do Sul;Robo de vehiculo;782
2018;Mato Grosso do Sul;Robo seguido de muerte;25
2018;Mato Grosso do Sul;Tentativa de homicidio;692
2018;Mato Grosso do Sul;Violación;1816
2018;Minas Gerais;Homicidio doloso;2948
2018;Minas Gerais;Hurto en el vehículo;21401
2018;Minas Gerais;Lesiones corporales seguidas de muerte;58
2018;Minas Gerais;Robo a entidad financiera;91
2018;Minas Gerais;Robo de mercancía;525
2018;Minas Gerais;Robo de vehiculo;9522
2018;Minas Gerais;Robo seguido de muerte;81
2018;Minas Gerais;Tentativa de homicidio;3523
2018;Minas Gerais;Violación;1468
2018;Pará;Homicidio doloso;3556
2018;Pará;Hurto en el vehículo;4202
2018;Pará;Lesiones corporales seguidas de muerte;16
2018;Pará;Robo a entidad financiera;29
2018;Pará;Robo de mercancía;112
2018;Pará;Robo de vehiculo;6591
2018;Pará;Robo seguido de muerte;188
2018;Pará;Tentativa de homicidio;1669
2018;Pará;Violación;3441
2018;Paraíba;Homicidio doloso;1173
2018;Paraíba;Hurto en el vehículo;1566
2018;Paraíba;Lesiones corporales seguidas de muerte;5
2018;Paraíba;Robo a entidad financiera;67
2018;Paraíba;Robo de mercancía;48
2018;Paraíba;Robo de vehiculo;3834
2018;Paraíba;Robo seguido de muerte;33
2018;Paraíba;Tentativa de homicidio;181
2018;Paraíba;Violación;245
2018;Paraná;Homicidio doloso;1454
2018;Paraná;Hurto en el vehículo;17620
2018;Paraná;Lesiones corporales seguidas de muerte;47
2018;Paraná;Robo a entidad financiera;24
2018;Paraná;Robo de mercancía;695
2018;Paraná;Robo de vehiculo;7870
2018;Paraná;Robo seguido de muerte;53
2018;Paraná;Tentativa de homicidio;482
2018;Paraná;Violación;6363
2018;Pernambuco;Homicidio doloso;3816
2018;Pernambuco;Hurto en el vehículo;5387
2018;Pernambuco;Lesiones corporales seguidas de muerte;16
2018;Pernambuco;Robo a entidad financiera;26
2018;Pernambuco;Robo de mercancía;566
2018;Pernambuco;Robo de vehiculo;15327
2018;Pernambuco;Robo seguido de muerte;117
2018;Pernambuco;Tentativa de homicidio;3354
2018;Pernambuco;Violación;1935
2018;Piauí;Homicidio doloso;562
2018;Piauí;Hurto en el vehículo;3204
2018;Piauí;Lesiones corporales seguidas de muerte;8
2018;Piauí;Robo a entidad financiera;7
2018;Piauí;Robo de mercancía;29
2018;Piauí;Robo de vehiculo;3880
2018;Piauí;Robo seguido de muerte;46
2018;Piauí;Tentativa de homicidio;564
2018;Piauí;Violación;675
2018;Rio de Janeiro;Homicidio doloso;4553
2018;Rio de Janeiro;Hurto en el vehículo;15794
2018;Rio de Janeiro;Lesiones corporales seguidas de muerte;56
2018;Rio de Janeiro;Robo a entidad financiera;79
2018;Rio de Janeiro;Robo de mercancía;9182
2018;Rio de Janeiro;Robo de vehiculo;52097
2018;Rio de Janeiro;Robo seguido de muerte;165
2018;Rio de Janeiro;Tentativa de homicidio;3914
2018;Rio de Janeiro;Violación;4752
2018;Rio Grande do Norte;Homicidio doloso;1420
2018;Rio Grande do Norte;Hurto en el vehículo;1043
2018;Rio Grande do Norte;Lesiones corporales seguidas de muerte;248
2018;Rio Grande do Norte;Robo a entidad financiera;15
2018;Rio Grande do Norte;Robo de mercancía;17
2018;Rio Grande do Norte;Robo de vehiculo;6982
2018;Rio Grande do Norte;Robo seguido de muerte;108
2018;Rio Grande do Norte;Tentativa de homicidio;75
2018;Rio Grande do Norte;Violación;109
2018;Rio Grande do Sul;Homicidio doloso;2148
2018;Rio Grande do Sul;Hurto en el vehículo;14407
2018;Rio Grande do Sul;Lesiones corporales seguidas de muerte;30
2018;Rio Grande do Sul;Robo a entidad financiera;80
2018;Rio Grande do Sul;Robo de mercancía;396
2018;Rio Grande do Sul;Robo de vehiculo;16121
2018;Rio Grande do Sul;Robo seguido de muerte;91
2018;Rio Grande do Sul;Tentativa de homicidio;3122
2018;Rio Grande do Sul;Violación;5186
2018;Rondonia;Homicidio doloso;408
2018;Rondonia;Hurto en el vehículo;2513
2018;Rondonia;Lesiones corporales seguidas de muerte;0
2018;Rondonia;Robo a entidad financiera;0
2018;Rondonia;Robo de mercancía;0
2018;Rondonia;Robo de vehiculo;1724
2018;Rondonia;Robo seguido de muerte;16
2018;Rondonia;Tentativa de homicidio;735
2018;Rondonia;Violación;1024
2018;Roraima;Homicidio doloso;330
2018;Roraima;Hurto en el vehículo;636
2018;Roraima;Lesiones corporales seguidas de muerte;7
2018;Roraima;Robo a entidad financiera;6
2018;Roraima;Robo de mercancía;0
2018;Roraima;Robo de vehiculo;529
2018;Roraima;Robo seguido de muerte;13
2018;Roraima;Tentativa de homicidio;149
2018;Roraima;Violación;225
2018;San Pablo;Homicidio doloso;2949
2018;San Pablo;Hurto en el vehículo;97653
2018;San Pablo;Lesiones corporales seguidas de muerte;80
2018;San Pablo;Robo a entidad financiera;54
2018;San Pablo;Robo de mercancía;8738
2018;San Pablo;Robo de vehiculo;58355
2018;San Pablo;Robo seguido de muerte;270
2018;San Pablo;Tentativa de homicidio;3484
2018;San Pablo;Violación;11949
2018;Santa Catarina;Homicidio doloso;746
2018;Santa Catarina;Hurto en el vehículo;9133
2018;Santa Catarina;Lesiones corporales seguidas de muerte;21
2018;Santa Catarina;Robo a entidad financiera;25
2018;Santa Catarina;Robo de mercancía;151
2018;Santa Catarina;Robo de vehiculo;2219
2018;Santa Catarina;Robo seguido de muerte;39
2018;Santa Catarina;Tentativa de homicidio;1348
2018;Santa Catarina;Violación;1275
2018;Sergipe;Homicidio doloso;946
2018;Sergipe;Hurto en el vehículo;776
2018;Sergipe;Lesiones corporales seguidas de muerte;6
2018;Sergipe;Robo a entidad financiera;0
2018;Sergipe;Robo de mercancía;1
2018;Sergipe;Robo de vehiculo;2639
2018;Sergipe;Robo seguido de muerte;32
2018;Sergipe;Tentativa de homicidio;552
2018;Sergipe;Violación;588
2018;Tocantins;Homicidio doloso;363
2018;Tocantins;Hurto en el vehículo;2092
2018;Tocantins;Lesiones corporales seguidas de muerte;7
2018;Tocantins;Robo a entidad financiera;7
2018;Tocantins;Robo de mercancía;0
2018;Tocantins;Robo de vehiculo;1091
2018;Tocantins;Robo seguido de muerte;16
2018;Tocantins;Tentativa de homicidio;417
2018;Tocantins;Violación;727
2019;Acre;Homicidio doloso;292
